motif_id	tf_name	n_active_hits	n_background_hits	n_active_total	n_background_total	odds_ratio	pvalue	fdr
MA0837.3	CEBPE	89	101	213	237	0.9664643883743212	0.6078400393595178	1.0
MA2001.2	Six4	115	130	213	237	0.9658555729984302	0.6095477337737072	1.0
MA1968.2	TFCP2	124	140	213	237	0.9653290529695024	0.6103180330644644	1.0
MA0621.2	mix-a	72	82	213	237	0.9652309289050337	0.6089880697916012	1.0
MA1520.2	MAF	27	31	213	237	0.9646201873048907	0.6051108611499674	1.0
MA0809.3	TEAD4	95	108	213	237	0.9616290018832392	0.6182351454469116	1.0
MA0851.2	Foxj3	112	127	213	237	0.9604740001559211	0.6208834597478203	1.0
MA1142.2	FOSL1::JUND	186	208	213	237	0.9604700854700855	0.6124025904755596	1.0
MA1707.2	DMRTA1	199	222	213	237	0.9604247104247104	0.6176817939043312	1.0
MA0156.4	FEV	130	147	213	237	0.9589377919842635	0.6230188301155422	1.0
MA1650.2	ZBTB14	130	147	213	237	0.9589377919842635	0.6230188301155422	1.0
MA0505.3	Nr5A2	54	62	213	237	0.9586122945830797	0.6189270248332204	1.0
MA0744.3	SCRT2	54	62	213	237	0.9586122945830797	0.6189270248332204	1.0
MA2124.1	Hmga1	69	79	213	237	0.9583333333333334	0.6223008002777899	1.0
MA0743.3	SCRT1	61	70	213	237	0.9574248120300752	0.6226099752785257	1.0
MA0789.1	POU3F4	101	115	213	237	0.9566770186335404	0.6288132515290774	1.0
MA1996.2	Nr1H2	160	180	213	237	0.9559748427672956	0.623873235541415	1.0
MA1100.3	ASCL1	198	221	213	237	0.9556561085972851	0.6217637182277751	1.0
MA0526.5	USF2	60	69	213	237	0.9548167092924126	0.6273694634752103	1.0
MA0819.3	CLOCK	197	220	213	237	0.9514204545454545	0.6257334806437007	1.0
MA0867.3	SOX4	197	220	213	237	0.9514204545454545	0.6257334806437007	1.0
MA1726.2	ZNF331	31	36	213	237	0.951007326007326	0.6255314931428588	1.0
MA0638.2	CREB3	51	59	213	237	0.9497802887633396	0.6342621200695631	1.0
MA0145.2	Tfcp2l1	115	131	213	237	0.9495248481071819	0.6435675506247726	1.0
MA1571.1	TGIF2LX	18	21	213	237	0.9494505494505494	0.6252800602786253	1.0
MA1993.2	Neurod2	124	141	213	237	0.9486014821898159	0.6447466420106622	1.0
MA0633.3	Twist2	124	141	213	237	0.9486014821898159	0.6447466420106622	1.0
MA0830.3	TCF4	105	120	213	237	0.9479166666666666	0.6471358577837265	1.0
MA0640.3	ELF3	71	82	213	237	0.9451219512195121	0.6488062973963613	1.0
MA0780.1	PAX3	36	42	213	237	0.9443099273607748	0.6378311621791518	1.0
MA0143.5	SOX2	142	161	213	237	0.9440993788819876	0.6506060468822281	1.0
MA0836.3	CEBPD	70	81	213	237	0.9427609427609428	0.6532043227894074	1.0
MA1463.2	ARGFX	152	172	213	237	0.9416698436904308	0.6523588881228994	1.0
MA1102.3	CTCFL	110	126	213	237	0.9408229311141932	0.6617290677101674	1.0
MA0472.2	EGR2	140	159	213	237	0.9408115792194366	0.6574949467284178	1.0
MA0522.4	TCF3	140	159	213	237	0.9408115792194366	0.6574949467284178	1.0
MA0756.3	ONECUT2	162	183	213	237	0.9373191899710704	0.6563563121114483	1.0
MA0726.2	VSX2	126	144	213	237	0.9353448275862069	0.6712847225859222	1.0
MA1998.2	Prdm14	81	94	213	237	0.9335106382978723	0.67419080746117	1.0
MA0147.4	MYC	73	85	213	237	0.9324369747899159	0.6742925369059084	1.0
MA0805.1	TBX1	159	180	213	237	0.9324074074074075	0.6663802156749368	1.0
MA0004.1	Arnt	124	142	213	237	0.9321095109985758	0.6780874799090741	1.0
MA0751.2	ZIC4	96	111	213	237	0.9313929313929314	0.6806896772199924	1.0
MA0878.3	CDX1	158	179	213	237	0.9308278313864906	0.6696590997609337	1.0
MA1542.2	OSR1	190	213	213	237	0.9308022045315371	0.651102358493174	1.0
MA1724.2	Rfx6	39	46	213	237	0.9306596701649176	0.6615723776725153	1.0
MA0157.4	Foxo3	104	120	213	237	0.9302752293577982	0.6833332848409844	1.0
MA0770.1	HSF2	64	75	213	237	0.9277852348993288	0.6800976920904893	1.0
MA0668.3	Neurod2	78	91	213	237	0.926984126984127	0.6864078012846826	1.0
MA1631.2	ASCL1	85	99	213	237	0.9256628787878788	0.6906601419815819	1.0
MA0701.3	LHX9	187	210	213	237	0.9247252747252748	0.661001270447381	1.0
MA1962.1	POU2F1::SOX2	10	12	213	237	0.9236453201970444	0.6538070973471188	1.0
MA0687.2	SPIC	109	126	213	237	0.9233058608058609	0.6972925250904929	1.0
MA0702.3	LMX1A	152	173	213	237	0.9218231782431536	0.6887628587710612	1.0
MA1593.2	ZNF317	75	88	213	237	0.920207509881423	0.6987329959819655	1.0
MA0464.3	BHLHE40	150	171	213	237	0.9189640768588136	0.6949388741716517	1.0
MA0111.1	Spz1	89	104	213	237	0.9178815136476427	0.7068066575378202	1.0
MA0600.3	RFX2	25	30	213	237	0.9175531914893617	0.670023546165737	1.0
MA1472.3	Bhlha15	66	78	213	237	0.9152276295133438	0.7046449360938853	1.0
MA0500.3	MYOG	66	78	213	237	0.9152276295133438	0.7046449360938853	1.0
MA1625.2	Stat5b	41	49	213	237	0.9145704793545325	0.6895198342005402	1.0
MA0019.2	Ddit3::Cebpa	113	131	213	237	0.914351145038168	0.7147380453936913	1.0
MA0155.1	INSM1	59	70	213	237	0.9140074211502783	0.7032572827275685	1.0
MA0041.3	FOXD3	59	70	213	237	0.9140074211502783	0.7032572827275685	1.0
MA0912.2	HOXD3	178	201	213	237	0.9108742004264392	0.6883805936982421	1.0
MA0909.4	Hoxd13	157	179	213	237	0.9084197924980048	0.7094913225012967	1.0
MA1118.2	SIX1	83	98	213	237	0.9055729984301413	0.7293085483218951	1.0
MA0816.1	Ascl2	75	89	213	237	0.903761602344895	0.7300581549969989	1.0
MA1474.2	CREB3L4	126	146	213	237	0.9026924893717525	0.7346809881395582	1.0
MA1984.2	ZNF667	55	66	213	237	0.9018987341772152	0.7223493030726972	1.0
MA0874.2	Arx	74	88	213	237	0.9014061478090255	0.7340482864758966	1.0
MA1728.2	ZNF549	80	95	213	237	0.8990898298377523	0.7406222511108789	1.0
MA1481.2	DRGX	212	236	213	237	0.8983050847457628	0.7765107646622124	1.0
MA0648.2	GSC	212	236	213	237	0.8983050847457628	0.7765107646622124	1.0
MA0599.1	KLF5	208	232	213	237	0.896551724137931	0.6886065792176377	1.0
MA0519.2	Stat5a::Stat5b	207	231	213	237	0.8961038961038961	0.6849967558291614	1.0
MA0632.3	TCFL5	207	231	213	237	0.8961038961038961	0.6849967558291614	1.0
MA0672.2	NKX2-3	206	230	213	237	0.8956521739130435	0.6830527948069747	1.0
MA0718.2	RAX	206	230	213	237	0.8956521739130435	0.6830527948069747	1.0
MA1965.2	SP5	206	230	213	237	0.8956521739130435	0.6830527948069747	1.0
MA1979.2	ZNF416	71	85	213	237	0.8941176470588236	0.7460830163025705	1.0
MA0849.1	FOXO6	202	226	213	237	0.8938053097345132	0.6833934172293279	1.0
MA0515.1	Sox6	144	166	213	237	0.892613933996857	0.7452730736691401	1.0
MA0043.4	HLF	77	92	213	237	0.8923433503836317	0.7519877533003444	1.0
MA1479.2	DMRTC2	130	151	213	237	0.8920450011968404	0.7529564312753797	1.0
MA1109.2	NEUROD1	91	108	213	237	0.8909380692167578	0.7586433683021623	1.0
MA0670.2	NFIA	141	163	213	237	0.8890593047034765	0.7531898321092799	1.0
MA0715.1	PROP1	69	83	213	237	0.8890562248995983	0.7541628066640702	1.0
MA1537.2	NR2F1	69	83	213	237	0.8890562248995983	0.7541628066640702	1.0
MA1580.1	ZBTB32	90	107	213	237	0.888990198313198	0.7620311396522571	1.0
MA1934.2	ERF::FIGLA	51	62	213	237	0.8885902031063322	0.7420026907363324	1.0
MA1111.2	NR2F2	127	148	213	237	0.8880421118793211	0.7612235826473478	1.0
MA1715.1	ZNF707	4	5	213	237	0.8880382775119617	0.6928229299787203	1.0
MA0692.2	TFEB	190	214	213	237	0.8878504672897196	0.7051046422672411	1.0
MA0114.5	HNF4A	40	49	213	237	0.8871062876017459	0.7328883738451064	1.0
MA0709.2	Msx3	188	212	213	237	0.8867924528301887	0.7094299517625245	1.0
MA1992.2	Ikzf3	68	82	213	237	0.8864592094196804	0.758220542205787	1.0
MA0104.5	MYCN	68	82	213	237	0.8864592094196804	0.758220542205787	1.0
MA0650.4	Hoxa13	114	134	213	237	0.885119855269109	0.7696812684457955	1.0
MA1570.1	TFAP4	184	208	213	237	0.8846153846153846	0.7182024482080616	1.0
MA1105.3	GRHL2	67	81	213	237	0.8838153221714865	0.7622905193134648	1.0
MA0811.2	TFAP2B	182	206	213	237	0.883495145631068	0.7226154419097099	1.0
MA0619.2	LIN54	179	203	213	237	0.8817733990147784	0.7292385719914916	1.0
MA1991.2	Hnf1A	49	60	213	237	0.8814024390243902	0.7520573045744959	1.0
MA0494.2	Nr1h3::Rxra	178	202	213	237	0.8811881188118812	0.7314438567599071	1.0
MA0014.4	PAX5	102	121	213	237	0.8809470627652446	0.7779700399451335	1.0
MA0800.2	EOMES	121	142	213	237	0.8798989589712186	0.7775150998526177	1.0
MA0774.1	MEIS2	173	197	213	237	0.8781725888324873	0.742428026065042	1.0
MA0484.3	HNF4G	43	53	213	237	0.8781354051054384	0.7507128929106971	1.0
MA0856.1	RXRG	38	47	213	237	0.8778115501519757	0.744825863339718	1.0
MA0608.1	Creb3l2	131	153	213	237	0.877092300334768	0.7788963122309938	1.0
MA1131.2	FOSL2::JUN	53	65	213	237	0.8765384615384615	0.7639999496249372	1.0
MA1644.2	NFYC	99	118	213	237	0.8757805530776093	0.7869927035441343	1.0
MA0602.2	Arid5a	107	127	213	237	0.8743128807012331	0.7895989590550587	1.0
MA0072.2	RORA	28	35	213	237	0.8735135135135135	0.7355932906458554	1.0
MA0793.2	POU6F2	160	184	213	237	0.8695652173913043	0.7704967471537274	1.0
MA0056.3	MZF1	74	90	213	237	0.8695443645083932	0.7908354739108989	1.0
MA1947.2	ETV5::FOXO1	153	177	213	237	0.864406779661017	0.7852892381089263	1.0
MA0745.3	SNAI2	92	111	213	237	0.8630779539870449	0.8079012951603324	1.0
MA1539.1	NR2F6	26	33	213	237	0.859504132231405	0.7509218943386395	1.0
MA0779.2	PAX1	98	118	213	237	0.8593957258658806	0.8147999327885671	1.0
MA0852.3	FOXK1	128	151	213	237	0.8576548500194779	0.8124697973642767	1.0
MA0663.1	MLX	63	78	213	237	0.8561538461538462	0.8058747989510697	1.0
MA0025.3	NFIL3	63	78	213	237	0.8561538461538462	0.8058747989510697	1.0
MA0703.3	LMX1B	81	99	213	237	0.8553719008264463	0.8174535074700076	1.0
MA2123.1	Hand1	68	84	213	237	0.8541871921182266	0.8125967906754993	1.0
MA1646.2	OSR2	74	91	213	237	0.8541386670883073	0.8162383662164934	1.0
MA0628.2	POU6F1	103	124	213	237	0.8532991202346041	0.8248726897956765	1.0
MA0679.3	ONECUT1	51	64	213	237	0.8509837962962963	0.8026299911380668	1.0
MA1503.2	HOXB9	167	192	213	237	0.8508831521739131	0.7898076132280843	1.0
MA0853.2	Alx4	46	58	213	237	0.8500929176130497	0.7979213611557846	1.0
MA1716.2	ZNF76	10	13	213	237	0.8488063660477454	0.722679168014861	1.0
MA1577.2	TLX2	187	212	213	237	0.8481494920174165	0.7591188118064971	1.0
MA0818.2	BHLHE22	156	181	213	237	0.8467577784239605	0.8089202772767035	1.0
MA0040.2	Foxq1	65	81	213	237	0.8458458458458459	0.8235287979232042	1.0
MA0639.2	DBP	131	155	213	237	0.8451612903225807	0.8304786024236365	1.0
MA0845.1	FOXB1	152	177	213	237	0.8446790775215337	0.8159767501264092	1.0
MA0721.2	UNCX	191	216	213	237	0.8440656565656566	0.7549181687260468	1.0
MA2324.1	BCL11A	115	138	213	237	0.8418367346938775	0.8412864103266189	1.0
MA0003.5	TFAP2A	44	56	213	237	0.8415046491969569	0.8078941809559271	1.0
MA1933.2	ELK1::SREBF2	20	26	213	237	0.8409724990035871	0.7601661959490245	1.0
MA2121.1	ZNF213	35	45	213	237	0.8389513108614233	0.79694433062797	1.0
MA1583.2	ZFP57	142	167	213	237	0.8383233532934131	0.8337043798195655	1.0
MA0883.2	Dmbx1	122	146	213	237	0.8356164383561644	0.8484588447099165	1.0
MA0754.3	CUX1	138	163	213	237	0.8353374233128834	0.8408018870620809	1.0
MA0071.1	RORA	66	83	213	237	0.8330464716006885	0.8433851790708891	1.0
MA0486.2	HSF1	30	39	213	237	0.832282471626734	0.7959615612843274	1.0
MA0731.1	BCL6B	3	4	213	237	0.8321428571428572	0.729107634571502	1.0
MA0832.2	Tcf21	19	25	213	237	0.8305154639175257	0.7697393018263347	1.0
MA0713.1	PHOX2A	132	157	213	237	0.8303845246520406	0.851430396292383	1.0
MA2099.1	ZNF770	117	141	213	237	0.8297872340425532	0.8583245109045301	1.0
MA1596.1	ZNF460	9	12	213	237	0.8272058823529411	0.7391912776491057	1.0
MA2122.1	Ebf4	9	12	213	237	0.8272058823529411	0.7391912776491057	1.0
MA0686.2	SPDEF	128	153	213	237	0.8267589388696656	0.8584948735730852	1.0
MA0896.2	Hmx1	102	125	213	237	0.8233513513513514	0.8692822010382031	1.0
MA0748.3	YY2	140	166	213	237	0.8202673708532762	0.8600989939957276	1.0
MA0524.3	TFAP2C	139	165	213	237	0.8196560196560196	0.8616172873701987	1.0
MA2333.1	ZNF35	66	84	213	237	0.8177842565597667	0.864715805339592	1.0
MA0480.3	Foxo1	98	121	213	237	0.8169601149838304	0.8777271428348191	1.0
MA1636.2	CEBPG	51	66	213	237	0.8156565656565656	0.8532654980814992	1.0
MA1971.2	ZBED2	117	142	213	237	0.8153609154929577	0.8777807085834427	1.0
MA0854.2	Alx1	89	111	213	237	0.8147340889276373	0.8793738446722303	1.0
MA0684.3	RUNX3	105	129	213	237	0.813953488372093	0.8816122620199034	1.0
MA0772.2	IRF7	24	32	213	237	0.8134920634920635	0.8048853594735286	1.0
MA0826.1	OLIG1	130	156	213	237	0.8132530120481928	0.8753708068376883	1.0
MA1982.2	ZNF574	42	55	213	237	0.8127591706539075	0.8445550160311261	1.0
MA0059.2	MAX::MYC	38	50	213	237	0.8121142857142857	0.8385756894349131	1.0
MA1553.2	RARG	27	36	213	237	0.8104838709677419	0.8166986204605451	1.0
MA0092.2	Hand1::Tcf3	153	180	213	237	0.8075	0.8647620386499403	1.0
MA0527.2	ZBTB33	73	93	213	237	0.8073732718894009	0.8827248137798658	1.0
MA0159.1	RARA::RXRA	14	19	213	237	0.8071938640571278	0.7781319567777898	1.0
MA0048.3	NHLH1	110	135	213	237	0.8069039913700108	0.8899001961263369	1.0
MA0603.2	Arntl	121	147	213	237	0.8052351375332741	0.8891833115312305	1.0
MA1153.2	Smad4	167	194	213	237	0.804683998207082	0.8500306397427643	1.0
MA1642.2	NEUROG2	108	133	213	237	0.804296455424275	0.89333443542688	1.0
MA0665.1	MSC	48	63	213	237	0.8034632034632034	0.8652465579604882	1.0
MA1641.2	MYF5	61	79	213	237	0.8026315789473685	0.8802966870405412	1.0
MA0897.2	Hmx2	26	35	213	237	0.8024446142093201	0.823815998401601	1.0
MA1623.2	Stat2	29	39	213	237	0.8001672240802675	0.8343978149797098	1.0
MA0465.3	CDX2	81	103	213	237	0.7983230361871139	0.8973452954693696	1.0
MA1555.1	RXRB	32	43	213	237	0.797635873056662	0.8445680511657654	1.0
MA1546.2	PAX3	69	89	213	237	0.7968164794007491	0.893247493799577	1.0
MA2126.1	Zfp961	80	102	213	237	0.796107916850951	0.8995585451427071	1.0
MA0771.1	HSF4	74	95	213	237	0.7957591821279818	0.8973175115005703	1.0
MA1645.2	NKX2-2	68	88	213	237	0.7940438871473354	0.8958572688061179	1.0
MA0693.4	Vdr	121	148	213	237	0.7909077555816686	0.9056478735925652	1.0
MA0858.1	Rarb	5	7	213	237	0.7898351648351648	0.7535798542413183	1.0
MA1978.2	ZNF354A	5	7	213	237	0.7898351648351648	0.7535798542413183	1.0
MA0678.1	OLIG2	151	179	213	237	0.7891511984141286	0.8881552030905349	1.0
MA0610.2	DMRT3	143	171	213	237	0.7884711779448621	0.8960654555090584	1.0
MA1952.2	FOXJ2::ELF1	142	170	213	237	0.788235294117647	0.8971019601522618	1.0
MA0817.2	BHLHE23	87	111	213	237	0.7837837837837838	0.9152321863559233	1.0
MA1709.2	ZIM3	30	41	213	237	0.7836865253898441	0.8563229872874465	1.0
MA0499.3	MYOD1	73	95	213	237	0.7793984962406015	0.914806297749982	1.0
MA1602.2	ZSCAN29	108	135	213	237	0.7771428571428571	0.9228795634579906	1.0
MA0122.4	Nkx3-2	98	124	213	237	0.776577840112202	0.9238943248638519	1.0
MA0831.3	TFE3	76	99	213	237	0.7732802477328025	0.922339101757682	1.0
MA0797.1	TGIF2	12	17	213	237	0.7726075504828798	0.8036313650619406	1.0
MA0060.4	NFYA	116	144	213	237	0.7723367697594502	0.9259754219169216	1.0
MA0653.1	IRF9	7	10	213	237	0.7713592233009708	0.7770817884352724	1.0
MA0051.2	IRF2	7	10	213	237	0.7713592233009708	0.7770817884352724	1.0
MA1533.2	NR1I2	64	85	213	237	0.7681010659297276	0.9208320284645938	1.0
MA1126.2	FOS::JUN	37	51	213	237	0.7667112299465241	0.8902304342538029	1.0
MA0862.1	GMEB2	160	189	213	237	0.7666966157532196	0.9011420826609621	1.0
MA2327.1	PGR	100	127	213	237	0.7664971082154554	0.9333173296620084	1.0
MA0158.2	HOXA5	206	231	213	237	0.764378478664193	0.7760157879751255	1.0
MA0124.3	Nkx3-1	206	231	213	237	0.764378478664193	0.7760157879751255	1.0
MA0647.2	GRHL1	62	83	213	237	0.7618287720418097	0.9253923282467849	1.0
MA0495.4	MAFF	30	42	213	237	0.7611241217798594	0.8810998166883157	1.0
MA1615.2	Plagl1	66	88	213	237	0.7602040816326531	0.9295394096072428	1.0
MA0667.1	MYF6	75	99	213	237	0.7575757575757576	0.9363510864150569	1.0
MA0812.2	TFAP2B	144	174	213	237	0.7556221889055472	0.9272289595685105	1.0
MA0631.2	Six3	35	49	213	237	0.7544141252006421	0.8990096204810386	1.0
MA1129.1	FOSL1::JUN	29	41	213	237	0.7534464475079533	0.8865126359710837	1.0
MA1475.2	CREB3L4	154	184	213	237	0.7518422991893884	0.9216282240646484	1.0
MA0843.2	TEF	183	211	213	237	0.7516587677725118	0.8732751065836459	1.0
MA0463.3	BCL6	26	37	213	237	0.7515536927301634	0.880314551217059	1.0
MA0807.1	TBX5	200	226	213	237	0.7488087134104833	0.8157249822750716	1.0
MA0660.1	MEF2B	40	56	213	237	0.7473162675474814	0.9147639651392072	1.0
MA1619.2	Ptf1A	76	101	213	237	0.7469827274698273	0.9453654211711435	1.0
MA1632.2	ATF2	50	69	213	237	0.7468658308882369	0.928280974566137	1.0
MA1557.1	SMAD5	104	133	213	237	0.7460853969786853	0.9496796757936868	1.0
MA1467.3	Atoh1	115	145	213	237	0.7445460942997889	0.9492577159606649	1.0
MA0091.2	TAL1::TCF3	65	88	213	237	0.7436271498771498	0.9429500695958457	1.0
MA0614.1	Foxj2	186	214	213	237	0.7403946002076843	0.875221788764922	1.0
MA1986.2	ZNF692	165	195	213	237	0.7403846153846154	0.9180722438139793	1.0
MA0898.2	Hmx3	110	140	213	237	0.7399445214979196	0.9533897629582369	1.0
MA1556.1	RXRG	45	63	213	237	0.7397959183673469	0.928597995595654	1.0
MA1964.2	SMAD2	194	221	213	237	0.7392236246725411	0.8494301661968054	1.0
MA0058.4	MAX	201	227	213	237	0.737885462555066	0.8195256145810897	1.0
MA0739.2	Hic1	201	227	213	237	0.737885462555066	0.8195256145810897	1.0
MA0681.3	PHOX2B	17	25	213	237	0.7355102040816327	0.8638561530855327	1.0
MA0863.1	MTF1	6	9	213	237	0.7342995169082126	0.7991109067309522	1.0
MA1995.2	Npas4	119	150	213	237	0.7342553191489362	0.9553983464337223	1.0
MA1133.2	JUN::JUNB	24	35	213	237	0.7328798185941043	0.8925026475380675	1.0
MA1528.2	NFIX	50	70	213	237	0.7318141980718668	0.940706957784653	1.0
MA0102.5	CEBPA	43	61	213	237	0.7297974927675989	0.9343394841399317	1.0
MA0508.4	PRDM1	101	131	213	237	0.7296892039258451	0.9608023135496953	1.0
MA0901.3	HOXB13	69	94	213	237	0.7289450354609929	0.9555785828268321	1.0
MA1152.2	SOX15	202	228	213	237	0.7248803827751196	0.8241781161994002	1.0
MA1932.2	ELK1::HOXB13	42	60	213	237	0.724561403508772	0.9371726578756219	1.0
MA1485.1	FERD3L	77	104	213	237	0.7240526018099548	0.9614555771683476	1.0
MA1949.2	FLI1::DRGX	36	52	213	237	0.7235984354628422	0.9288536365401565	1.0
MA0680.3	Pax7	23	34	213	237	0.7227554179566563	0.8986285087554118	1.0
MA0607.2	BHLHA15	122	154	213	237	0.7225631511345797	0.9618070100529009	1.0
MA0116.1	Znf423	41	59	213	237	0.7191564840362633	0.9399783836043003	1.0
MA2119.1	HOXA3	208	233	213	237	0.7141630901287553	0.7980915816856738	1.0
MA0088.2	ZNF143	22	33	213	237	0.7120418848167539	0.9047668264707037	1.0
MA1145.2	FOSL2::JUND	42	61	213	237	0.7086568881219442	0.9487907428570368	1.0
MA0773.1	MEF2D	48	69	213	237	0.708300395256917	0.9553598285281165	1.0
MA1106.2	HIF1A	170	201	213	237	0.7080874696286011	0.9351214846054592	1.0
MA0605.3	ATF3	52	75	213	237	0.697639751552795	0.9648673780388857	1.0
MA0900.3	HOXA2	199	226	213	237	0.6918457648546145	0.8641198393440808	1.0
MA0630.2	SHOX	194	222	213	237	0.689900426742532	0.8881735332037146	1.0
MA0618.2	LBX1	204	230	213	237	0.6898550724637681	0.8369458590140894	1.0
MA0131.3	HINFP	176	207	213	237	0.6893850372111242	0.9375342733065778	1.0
MA0795.1	SMAD3	60	86	213	237	0.6885544915640675	0.9738521957962476	1.0
MA1951.2	FOS	22	34	213	237	0.6877117339082229	0.9244730997877965	1.0
MA1464.2	ARNT2	177	208	213	237	0.6854967948717948	0.9381560379211624	1.0
MA0512.2	Rxra	12	19	213	237	0.6849960722702279	0.8820218089933041	1.0
MA1493.1	HES6	129	164	213	237	0.6835801393728222	0.97819872653488	1.0
MA1960.2	MGA::EVX1	85	117	213	237	0.6810897435897436	0.9826400313071417	1.0
MA0691.1	TFAP4	65	93	213	237	0.6800348735832606	0.9792285497147378	1.0
MA0629.2	Rhox11	172	204	213	237	0.6786226685796269	0.9503681290422747	1.0
MA0840.2	Creb5	78	109	213	237	0.6784913353720693	0.9826778629724657	1.0
MA0604.1	Atf1	200	227	213	237	0.6777363605557438	0.8687034932074451	1.0
MA1712.2	ZNF454	21	33	213	237	0.6761363636363636	0.9298288767215139	1.0
MA1139.2	FOSL2::JUNB	23	36	213	237	0.6758771929824562	0.9360671003294453	1.0
MA0677.2	Nr2f6	19	30	213	237	0.6757731958762887	0.9231677443241292	1.0
MA0154.5	EBF1	8	13	213	237	0.6724202626641651	0.862894212037838	1.0
MA1722.2	ZSCAN31	8	13	213	237	0.6724202626641651	0.862894212037838	1.0
MA0827.1	OLIG3	191	220	213	237	0.6708677685950413	0.9123953940983017	1.0
MA0806.1	TBX4	209	234	213	237	0.6698717948717948	0.8167192383555828	1.0
MA0801.1	MGA	186	216	213	237	0.6697530864197531	0.9281068782816391	1.0
MA1494.2	HNF4A	13	21	213	237	0.6685714285714286	0.9009824657063965	1.0
MA0006.2	Ahr::Arnt	205	231	213	237	0.6655844155844156	0.8457380328512385	1.0
MA1099.3	HES1	205	231	213	237	0.6655844155844156	0.8457380328512385	1.0
MA1515.2	KLF2	205	231	213	237	0.6655844155844156	0.8457380328512385	1.0
MA1618.2	Ptf1A	68	98	213	237	0.6651653764954257	0.9850139613492465	1.0
MA1466.2	ATF6	26	41	213	237	0.6646667536194079	0.9508783300269545	1.0
MA0857.1	Rarb	3	5	213	237	0.6628571428571428	0.8198878577602353	1.0
MA1529.2	NHLH2	30	47	213	237	0.6627136379490757	0.9597038398125479	1.0
MA0749.2	ZBED1	47	71	213	237	0.6619718309859155	0.9779443661035494	1.0
MA0802.2	TBR1	144	180	213	237	0.6608695652173913	0.9809195239054097	1.0
MA1566.3	TBX3	146	182	213	237	0.6585205838937183	0.9808337244778549	1.0
MA1136.1	FOSB::JUNB	41	63	213	237	0.6583610188261351	0.9750227226088413	1.0
MA0609.3	CREM	14	23	213	237	0.6545772339960673	0.916832105638178	1.0
MA0855.1	RXRB	21	34	213	237	0.6530330882352942	0.9453083783470144	1.0
MA0509.3	RFX1	12	20	213	237	0.6477611940298508	0.9105674414021582	1.0
MA1620.2	Ptf1A	91	127	213	237	0.6460565380147154	0.991784162462641	1.0
MA0839.2	CREB3L1	26	42	213	237	0.6455309396485867	0.9616007181305921	1.0
MA0623.2	NEUROG1	114	152	213	237	0.6439393939393939	0.9914267896172942	1.0
MA0100.4	MYB	198	226	213	237	0.6424778761061947	0.9018868062332291	1.0
MA1936.2	ERF::FOXO1	194	223	213	237	0.6410195893320746	0.920059395789195	1.0
MA1980.1	ZNF418	20	33	213	237	0.6406029203956665	0.9498265748491035	1.0
MA0698.2	ZBTB18	71	104	213	237	0.6394230769230769	0.9916447235726801	1.0
MA0694.2	ZBTB7B	123	162	213	237	0.6327160493827161	0.9924523386083389	1.0
MA1527.2	NFIC	16	27	213	237	0.631697687535251	0.9412863200530184	1.0
MA0859.2	Rarg	16	27	213	237	0.631697687535251	0.9412863200530184	1.0
MA1957.1	HOXB2::ELK1	26	43	213	237	0.6272851635368735	0.9702564387110277	1.0
MA0776.1	MYBL1	92	130	213	237	0.6258105530832804	0.9948762201292833	1.0
MA1989.2	Bcl11B	42	67	213	237	0.6231997905210788	0.9872077245037193	1.0
MA0656.2	JDP2	49	77	213	237	0.6208425720620843	0.9906175507864828	1.0
MA1127.1	FOSB::JUN	20	34	213	237	0.6187138067662298	0.9615899266888619	1.0
MA0103.4	ZEB1	203	230	213	237	0.6178260869565217	0.8878610540865093	1.0
MA0757.2	ONECUT3	18	31	213	237	0.6133995037220844	0.9585977627126472	1.0
MA0683.2	POU4F2	5	9	213	237	0.6089743589743589	0.8769109150189159	1.0
MA0615.2	Gmeb1	200	228	213	237	0.6072874493927125	0.9118419832305639	1.0
MA0523.2	TCF7L2	200	228	213	237	0.6072874493927125	0.9118419832305639	1.0
MA1967.2	TFAP4::FLI1	10	18	213	237	0.5993431855500821	0.9299037711411117	1.0
MA1931.1	ELK1::HOXA1	15	27	213	237	0.5892255892255892	0.9605502809422289	1.0
MA1123.3	TWIST1	101	144	213	237	0.5824032738095238	0.9983341554371833	1.0
MA0161.3	NFIC	61	97	213	237	0.5792186652197504	0.9977079088697468	1.0
MA0688.2	TBX2	189	221	213	237	0.5701357466063348	0.9677455066285365	1.0
MA1140.3	JUNB	11	21	213	237	0.5601131541725601	0.9572956053453648	1.0
MA1148.2	PPARA::RXRA	11	21	213	237	0.5601131541725601	0.9572956053453648	1.0
MA2330.1	ZBTB24	12	23	213	237	0.5554834523036989	0.964099131311638	1.0
MA1484.2	ETS2	205	232	213	237	0.5522629310344828	0.9073460509529765	1.0
MA0905.2	HOXC10	205	232	213	237	0.5522629310344828	0.9073460509529765	1.0
MA0138.3	REST	2	4	213	237	0.5521327014218009	0.865247238067131	1.0
MA0112.4	ESR1	6	12	213	237	0.5434782608695652	0.9287556775714673	1.0
MA0002.3	Runx1	185	219	213	237	0.5430528375733855	0.9821080498509012	1.0
MA1530.2	NKX6-3	197	227	213	237	0.5424008810572687	0.9554177383767687	1.0
MA0834.2	ATF7	33	60	213	237	0.5408333333333334	0.9965733576735807	1.0
MA0798.3	RFX3	8	16	213	237	0.5390243902439025	0.9490875823186469	1.0
